Aguascalientes				
Bagre				
2013	38.80	35.65	13.62	486
2014	171.81	150.88	17.07	2,575
2015	220.10	195.52	17.19	3,361
2016	148.55	132.55	16.92	2,243
2018	95.37	86.96	15.65	1,361
Cintilla				
2014	0.64	0.64	9.64	6
Corvina				
2011	716.51	689.70	13.59	9,374
2012	2,984.35	2,828.95	61.60	174,262
2013	2,676.93	2,601.12	15.82	41,139
2014	3,122.58	3,015.17	14.49	43,688
2015	3,162.05	3,106.01	16.26	50,517
2016	3,861.85	3,659.64	15.95	58,379
2017	4,533.47	4,283.36	21.37	91,519
2018	3,205.36	3,021.68	19.26	58,193
Erizo				
2011	2,964.03	2,940.59	38.90	114,375
2012	3,205.15	3,185.20	48.78	155,375
2013	4,075.85	4,069.86	41.40	168,507
2014	3,666.73	3,661.99	42.17	154,443
2015	4,206.09	4,192.19	40.13	168,221
2016	1,883.47	1,846.86	42.51	78,518
2017	2,734.66	2,653.25	40.04	106,242
2018	2,355.99	2,102.21	30.75	64,637
Fauna				
2011	19.35	19.35	9.09	176
2012	21.83	13.64	9.43	129
2013	13.34	13.34	10.00	133
2014	13.02	13.02	8.67	113
2015	12.67	12.26	8.11	99
2016	14.28	14.21	8.16	116
2017	14.96	14.96	7.81	117
2018	15.57	15.57	4.37	68
Guachinango				
2011	0.38	0.38	12.58	5
2014	1.16	1.16	40.96	47
2015	0.71	0.70	43.50	31
2016	1.58	1.56	43.74	68
2017	2.09	2.08	44.39	92
2018	7.70	7.63	46.41	354
Jaiba				
2011	46.10	46.10	13.51	623
2012	33.44	32.97	16.23	535
2013	34.15	33.99	16.38	557
2014	16.91	16.51	12.46	206
2015	34.65	34.65	12.40	430
2016	36.19	36.16	19.56	707
2017	18.20	18.20	16.40	299
2018	53.09	47.06	49.01	2,306
Jurel				
2011	238.38	237.10	10.58	2,508
2012	263.88	261.12	15.42	4,026
2013	276.17	274.71	15.57	4,278
2014	381.52	380.86	8.71	3,317
2015	701.94	700.53	7.96	5,579
2016	581.51	579.61	8.24	4,777
2017	554.84	549.84	8.00	4,400
2018	655.05	653.70	26.73	17,470
Langosta				
2011	558.87	555.30	149.33	82,924
2012	600.18	600.18	136.79	82,096
2013	721.07	718.08	133.72	96,025
2014	1,036.85	1,030.19	144.36	148,724
2015	884.71	884.71	144.91	128,201
2016	656.56	655.70	215.71	141,444
2017	795.25	794.80	197.91	157,301
2018	703.60	703.01	241.30	169,640
Langostino				
2011	0.25	0.25	150.00	38
2012	5.85	5.85	78.54	459
2017	0.02	0.02	85.50	2
2018	5.34	5.34	22.98	123
Lengua				
2017	474.36	453.92	18.12	8,225
Lenguado				
2011	346.79	325.52	26.92	8,764
2012	372.78	355.75	26.19	9,316
2013	357.23	346.99	28.40	9,853
2014	466.56	451.57	18.66	8,428
2015	514.16	496.67	18.22	9,050
2016	500.39	478.24	18.70	8,943
2018	576.60	559.31	46.98	26,276
Lisa				
2011	44.95	44.89	6.85	307
2012	77.62	77.59	9.80	761
2013	78.74	78.71	11.17	880
2014	91.71	91.68	8.65	793
2015	112.72	112.72	8.69	980
2016	133.35	132.54	9.14	1,212
2017	61.94	61.88	9.39	581
2018	57.38	57.34	12.87	738
Lobina				
2011	24.98	23.18	106.83	2,477
2012	4.59	4.54	44.88	204
2013	17.01	16.94	50.31	852
2014	24.51	23.95	26.57	636
2015	21.97	20.55	120.34	2,473
2016	67.09	65.43	237.23	15,522
2017	695.85	694.90	245.95	170,912
2018	585.63	585.62	211.67	123,960
Macarela				
2011	2,601.30	2,601.30	1.03	2,677
2012	185.67	185.67	2.21	410
2013	326.50	326.50	1.61	526
2014	974.52	974.52	1.42	1,384
2015	1,219.26	1,219.26	3.79	4,624
2016	9,962.59	9,879.91	1.38	13,637
2017	901.58	901.58	3.93	3,547
2018	12,486.95	12,468.15	2.25	28,063
Mero				
2011	9.96	9.18	26.30	241
2012	12.84	11.88	25.16	299
2013	9.00	8.60	30.02	258
2014	48.30	45.96	31.89	1,466
2015	60.63	56.46	31.70	1,790
2016	27.55	25.95	33.67	874
2017	23.46	22.25	33.08	736
2018	15.55	15.06	41.57	626
Mojarra				
2011	144.49	138.45	12.28	1,701
2012	200.04	194.26	14.17	2,752
2013	162.73	157.57	14.02	2,209
2014	146.76	141.61	14.78	2,093
2015	102.59	97.92	15.00	1,469
2016	52.06	51.10	16.65	851
2017	44.57	43.47	16.11	700
2018	35.78	34.82	18.84	656
Ostión				
2011	1,157.02	1,157.02	19.44	22,497
2012	1,379.64	1,379.64	20.26	27,957
2013	1,511.11	1,511.11	20.09	30,353
2014	2,157.25	2,157.25	5.23	11,293
2015	2,661.46	2,661.46	14.31	38,085
2016	2,851.66	2,851.65	37.12	105,855
2017	2,731.15	2,731.15	27.30	74,553
2018	2,096.63	2,096.63	31.28	65,572
Otras especies				
2011	3,659.68	3,588.49	10.76	38,625
2012	4,134.85	4,218.21	17.60	74,224
2013	4,001.89	3,487.66	17.94	62,559
2014	5,305.16	5,270.18	13.76	72,544
2015	4,826.77	4,821.54	13.58	65,466
2016	4,806.56	3,980.64	15.89	63,253
2017	3,623.74	3,209.82	14.15	45,429
2018	4,124.78	3,113.43	38.42	119,603
Otras sin registro oficial				
2011	774.07	774.07	5.74	4,440
2012	1,184.45	1,147.26	26.91	30,869
Pargo				
2011	2.53	2.50	16.78	42
2012	1.05	1.04	21.88	23
2013	3.64	3.62	20.30	73
2014	2.27	2.25	31.40	71
2015	2.99	2.98	32.05	96
2016	7.73	7.67	32.01	245
2017	8.07	8.04	31.75	255
2018	16.17	15.83	25.49	404
Peces de ornato				
2014	0.64	0.64	722.77	465
2015	0.40	0.40	720.00	290
2016	11.79	11.79	566.11	6,674
2017	1.50	1.50	11.46	17
2018	2.43	2.43	57.07	139
Pepino de mar				
2011	129.56	129.56	20.37	2,640
2012	138.33	138.33	22.51	3,114
2013	71.06	71.06	23.99	1,705
2014	109.67	109.67	20.63	2,263
2015	64.62	64.62	26.06	1,684
2016	109.09	108.98	32.37	3,528
2017	170.18	170.18	36.03	6,131
2018	128.32	128.32	32.35	4,152
Peto				
2015	0.77	0.74	22.35	17
2016	2.48	2.44	23.64	58
2017	38.95	38.95	22.11	861
2018	0.02	0.02	36.00	1
Pierna				
2011	0.42	0.42	6.44	3
2012	3.74	3.74	17.03	64
2013	25.13	25.13	15.01	377
2014	7.90	7.89	10.26	81
2015	2.57	2.57	11.06	28
2016	2.03	1.97	21.87	43
2017	10.16	10.14	17.48	177
2018	28.46	28.10	17.49	492
Pulpo				
2011	168.34	157.66	25.44	4,010
2012	178.63	165.21	46.34	7,656
2013	155.18	148.66	39.53	5,876
2014	133.45	125.92	30.12	3,793
2015	61.18	58.00	37.25	2,160
2016	103.93	97.71	41.42	4,047
2017	189.68	177.95	49.85	8,871
2018	206.15	193.51	48.88	9,459
Pámpano				
2011	12.90	12.90	7.13	92
2012	14.51	14.51	6.23	90
2013	22.48	22.48	9.56	215
2014	10.82	10.82	13.68	148
2015	1.28	1.28	15.96	20
2016	24.08	24.08	19.24	463
2017	10.11	10.11	15.96	161
2018	13.22	13.15	9.75	128
Raya y similares				
2011	604.63	425.71	13.18	5,610
2012	505.02	342.03	13.79	4,715
2013	362.36	268.71	13.52	3,633
2014	296.92	217.35	10.72	2,330
2015	268.06	207.33	10.27	2,130
2016	237.67	162.92	10.30	1,678
2017	320.73	231.54	11.02	2,551
2018	288.21	242.88	12.42	3,016
Robalo				
2018	0.05	0.05	80.00	4
Ronco				
2011	15.34	14.19	11.97	170
2012	13.00	12.21	13.20	161
2013	3.83	3.78	11.88	45
2014	3.04	2.94	9.43	28
2015	2.32	2.25	9.06	20
2016	0.56	0.54	9.26	5
2017	0.42	0.41	9.24	4
2018	5.77	5.71	29.91	171
Rubia y Villajaiba				
2017	0.16	0.16	30.63	5
2018	0.02	0.02	42.50	1
Rubio				
2016	0.28	0.28	16.50	5
Sardina				
2011	81,590.33	70,336.49	0.88	61,900
2012	68,519.60	59,068.62	1.13	66,749
2013	57,515.16	51,412.75	1.07	54,788
2014	102,448.14	90,396.02	0.98	88,692
2015	41,997.01	37,468.44	0.91	34,150
2016	74,244.40	66,068.76	0.98	64,950
2017	146,245.66	130,462.54	0.93	121,281
2018	73,973.13	63,769.94	1.23	78,437
Sargazo				
2011	509.02	306.84	7.59	2,329
2012	823.70	598.70	2.26	1,352
2013	2,255.84	1,886.52	2.61	4,929
2014	2,619.06	1,609.17	2.67	4,294
2015	2,731.02	1,913.05	3.22	6,157
2016	1,822.33	1,274.21	4.09	5,214
2017	2,767.28	1,878.43	4.76	8,938
2018	3,544.74	2,289.37	7.53	17,246
Sierra				
2011	1,896.42	1,896.42	11.88	22,524
2012	2,725.37	2,725.16	14.54	39,624
2013	2,555.72	2,555.70	14.62	37,360
2014	1,643.36	1,643.36	14.92	24,517
2015	1,840.95	1,840.95	15.41	28,378
2016	2,513.71	2,512.26	16.13	40,531
2017	4,599.54	4,598.90	17.09	78,608
2018	3,610.06	3,606.07	19.80	71,411
Tiburón				
2011	3,139.71	2,551.82	10.98	28,030
2012	3,625.98	2,998.13	13.65	40,921
2013	3,836.66	3,338.08	17.94	59,889
2014	3,442.81	3,037.33	15.17	46,074
2015	4,004.12	3,469.81	15.60	54,139
2016	4,244.86	3,630.99	15.48	56,220
2017	3,230.75	2,777.52	15.66	43,505
2018	3,219.25	2,741.79	21.77	59,683
Trucha				
2013	41.39	41.39	103.96	4,303
2014	0.14	0.14	58.96	8
2017	0.25	0.25	80.00	20
TOTAL	1,186,792.70	1,048,554.09	0.00	12,312,189
				
Baja California Sur				
Abulón				
2011	326.14	137.05	267.58	36,673
2012	326.08	137.01	275.41	37,734
2013	313.44	131.78	309.19	40,746
2014	312.14	258.48	302.74	78,253
2015	513.21	366.35	329.54	120,727
2016	395.58	373.50	309.48	115,592
2017	159.05	126.31	324.09	40,935
2018	111.37	91.14	303.71	27,680
Alga				
2011	2,023.86	350.52	7.66	2,684
2012	1,453.74	261.44	7.96	2,081
2013	2,843.27	508.77	8.05	4,095
2014	1,814.15	504.26	6.84	3,450
2015	4,051.72	2,018.04	6.81	13,740
2016	4,091.08	2,191.97	7.23	15,849
2017	2,177.31	1,009.84	7.07	7,136
2018	1,146.11	508.55	10.89	5,536
Almeja				
2011	15,533.03	14,660.60	8.56	125,474
2012	9,060.27	8,921.47	7.58	67,621
2013	5,142.40	4,970.39	12.51	62,202
2014	14,130.71	13,510.53	8.89	120,133
2015	7,492.99	6,405.30	16.55	106,034
2016	8,554.99	6,628.62	25.01	165,809
2017	4,364.12	3,605.72	32.66	117,751
2018	18,761.44	16,958.63	32.21	546,313
Anchoveta				
2012	52.20	45.00	1.00	45
2013	190.24	164.00	1.15	189
Atún				
2011	326.24	325.55	10.04	3,268
2012	476.28	461.33	36.65	16,910
2013	2,141.93	2,141.65	8.59	18,407
2014	1,519.83	1,516.51	10.29	15,609
2015	1,170.88	1,170.74	36.77	43,053
2016	560.93	560.83	59.43	33,330
2017	464.40	464.39	23.64	10,976
2018	193.60	193.59	22.41	4,338
Bagre				
2014	0.68	0.68	51.51	35
2016	4.54	4.54	12.47	57
2017	0.63	0.63	11.98	8
2018	2.08	2.08	24.65	51
Bandera				
2011	2.25	2.06	5.36	11
2012	4.17	3.72	5.86	22
2013	5.93	5.55	5.49	30
2014	9.20	8.99	9.22	83
2015	20.22	19.69	9.37	185
2016	11.22	10.58	9.62	102
2017	8.61	8.47	9.25	78
2018	2.52	2.34	14.40	34
Baqueta				
2011	24.89	22.65	34.61	784
2012	47.07	42.80	35.85	1,535
2013	49.22	44.75	32.22	1,442
2014	106.22	101.91	28.49	2,904
2015	117.65	112.18	34.29	3,847
2016	136.66	129.50	37.50	4,856
2017	184.33	174.63	40.06	6,995
2018	271.02	257.06	35.58	9,145
Barrilete				
2011	4.83	4.82	8.47	41
2012	185.71	185.71	9.42	1,749
2013	292.11	292.11	10.67	3,118
2014	209.01	209.01	7.68	1,605
2015	158.51	158.41	7.20	1,141
2016	51.22	51.21	9.05	463
2017	573.35	573.35	9.04	5,186
2018	69.85	69.85	17.19	1,201
Berrugata				
2011	413.05	381.12	5.17	1,969
2012	530.72	509.07	5.67	2,884
2013	545.08	513.96	5.63	2,894
2014	523.75	504.28	8.96	4,518
2015	529.95	505.25	9.38	4,738
2016	535.31	513.43	9.59	4,923
2017	432.62	416.71	10.13	4,220
2018	422.73	409.98	12.41	5,089
Bonito				
2011	111.70	111.33	7.28	810
2012	35.60	34.87	6.05	211
2013	45.10	43.87	6.49	285
2014	79.80	79.75	7.51	599
2015	114.58	114.21	6.22	710
2016	398.91	398.48	7.04	2,805
2017	274.85	274.65	6.72	1,845
2018	245.52	245.51	5.86	1,440
Cabrilla				
2011	5,395.91	5,009.88	7.08	35,485
2012	6,100.74	5,644.11	7.10	40,079
2013	5,104.15	4,731.31	7.06	33,392
2014	5,457.48	5,203.53	7.26	37,786
2015	6,358.88	6,148.33	7.25	44,592
2016	5,718.18	5,554.61	7.53	41,809
2017	6,315.00	6,062.95	14.16	85,849
2018	7,942.74	7,595.75	16.30	123,821
Calamar				
2011	8,621.10	8,263.98	3.59	29,681
2012	13,218.30	12,546.26	3.85	48,312
2013	13,067.42	12,836.23	3.57	45,768
2014	25,722.59	25,702.11	3.99	102,445
2015	250.48	250.39	4.76	1,191
2016	105.90	105.82	5.20	550
2017	83.46	82.83	5.35	443
2018	50.74	50.12	10.26	514
Camarón				
2011	6,946.40	6,185.99	51.12	316,227
2012	7,652.07	7,088.69	56.70	401,900
2013	5,919.88	5,589.60	99.91	558,472
2014	10,404.51	9,443.01	63.83	602,741
2015	13,276.05	12,673.07	55.52	703,636
2016	10,816.45	10,333.14	83.24	860,173
2017	9,081.06	8,801.08	86.85	764,410
2018	4,822.88	4,492.41	94.80	425,884
Caracol				
2011	1,723.03	252.66	27.37	6,916
2012	1,634.64	252.86	20.81	5,262
2013	1,461.20	234.58	20.64	4,841
2014	1,663.12	643.35	19.15	12,323
2015	3,808.37	2,988.36	17.02	50,865
2016	1,277.79	765.50	15.73	12,038
2017	1,122.98	372.92	17.20	6,415
2018	1,213.31	578.16	30.06	17,381
Carpa				
2011	1.88	1.50	7.20	11
2012	0.97	0.90	13.68	12
2017	1,036.63	998.23	16.77	16,737
Cazón				
2011	702.19	687.42	9.22	6,337
2012	588.41	573.37	9.74	5,587
2013	742.36	735.82	10.37	7,627
2014	900.13	894.95	16.68	14,930
2015	1,475.87	1,471.75	16.84	24,789
2016	2,096.43	2,077.83	16.95	35,222
2018	1,382.65	1,366.69	20.03	27,370
Cintilla				
2018	0.06	0.06	12.00	1
Corvina				
2011	784.46	723.75	13.97	10,114
2012	832.66	769.66	14.35	11,047
2013	1,034.82	954.47	14.89	14,211
2014	1,312.71	1,244.66	16.51	20,555
2015	2,218.52	2,134.13	16.95	36,175
2016	2,050.24	1,973.95	17.20	33,954
2017	1,829.65	1,751.18	17.58	30,791
2018	1,690.18	1,616.29	22.55	36,454
Erizo				
2013	4.72	4.72	18.00	85
2017	53.38	53.38	108.59	5,796
2018	7.00	7.00	108.60	760
Esmedregal				
2016	0.04	0.03	27.67	1
2018	0.29	0.28	15.64	4
Fauna				
2011	0.55	0.47	12.00	6
2012	1.25	1.06	14.36	15
2013	1.87	1.58	11.02	17
2014	2.72	2.31	9.20	21
2015	13.82	12.59	8.62	109
2016	2.74	2.44	8.59	21
2017	3.06	2.76	8.12	22
2018	2.49	2.24	11.05	25
Guachinango				
2011	825.76	821.32	33.97	27,902
2012	773.07	769.75	35.98	27,692
2013	819.35	814.58	32.08	26,129
2014	1,385.06	1,382.35	42.56	58,832
2015	2,555.80	2,552.05	43.36	110,668
2016	3,007.07	2,994.84	44.59	133,530
2017	3,909.91	3,897.07	44.19	172,223
2018	2,741.01	2,730.15	40.56	110,727
Jaiba				
2011	270.75	269.83	15.03	4,054
2012	441.11	438.80	17.25	7,567
2013	487.69	484.64	16.64	8,064
2014	822.55	807.45	12.92	10,429
2015	1,849.29	1,846.41	12.51	23,107
2016	1,519.69	1,519.51	19.61	29,794
2017	1,277.04	1,273.44	15.48	19,718
2018	797.35	796.69	31.57	25,152
Jurel				
2011	1,828.37	1,820.09	10.53	19,159
2012	1,922.29	1,915.48	10.85	20,776
2013	2,546.70	2,538.98	10.97	27,852
2014	3,516.67	3,509.21	8.41	29,497
2015	3,621.90	3,619.04	13.49	48,823
2016	3,626.02	3,623.10	21.39	77,483
2017	3,431.89	3,426.66	32.96	112,936
2018	2,452.76	2,448.27	39.75	97,329
Langosta				
2011	1,907.03	1,897.93	151.40	287,344
2012	1,716.36	1,716.36	143.88	246,944
2013	1,461.45	1,455.95	141.77	206,405
2014	2,067.56	2,064.28	146.62	302,669
2015	2,035.04	2,035.04	149.11	303,454
2016	1,775.73	1,775.21	226.67	402,379
2017	2,484.79	2,484.78	188.93	469,453
2018	2,527.60	2,527.32	241.25	609,721
Lengua				
2017	2,082.78	1,977.09	17.66	34,908
Lenguado				
2011	907.19	828.34	16.58	13,733
2012	1,077.14	994.89	19.66	19,559
2013	1,035.82	953.40	22.08	21,050
2014	1,253.93	1,185.72	18.26	21,655
2015	1,326.43	1,267.24	18.03	22,850
2016	1,374.63	1,312.12	18.32	24,032
2018	1,640.68	1,559.07	32.89	51,279
Lisa				
2011	407.35	407.04	4.86	1,977
2012	404.69	404.52	5.73	2,320
2013	498.17	497.76	6.63	3,302
2014	1,041.91	1,041.81	8.53	8,889
2015	1,316.13	1,316.05	8.71	11,461
2016	826.76	826.60	8.87	7,329
2017	735.84	735.63	9.44	6,943
2018	623.06	622.74	12.08	7,523
Macarela				
2011	615.55	615.55	1.29	793
2012	3,188.27	3,188.27	1.28	4,080
2013	6,062.04	6,062.04	1.24	7,519
2014	1,281.94	1,240.04	1.46	1,813
2015	3,728.43	3,728.43	1.34	4,980
2016	7,395.05	7,368.30	1.35	9,948
2017	2,585.54	2,519.77	2.78	7,016
2018	1,714.91	1,623.65	3.62	5,871
Mero				
2011	352.93	321.22	26.96	8,659
2012	315.18	287.28	31.46	9,037
2013	319.53	291.11	29.92	8,709
2014	344.58	320.85	32.31	10,365
2015	825.00	775.56	32.66	25,327
2016	1,052.09	1,003.22	33.77	33,877
2017	1,524.68	1,448.45	37.30	54,030
2018	1,424.09	1,350.41	56.47	76,252
Mojarra				
2011	391.76	390.29	5.70	2,225
2012	394.82	394.43	6.31	2,488
2013	437.18	436.18	6.17	2,693
2014	561.56	561.17	14.20	7,969
2015	769.78	768.89	14.78	11,360
2016	655.14	654.18	14.93	9,766
2017	992.75	990.23	25.38	25,128
2018	668.36	666.01	12.42	8,275
Ostión				
2011	573.35	568.29	15.23	8,656
2012	759.39	759.39	16.72	12,697
2013	333.86	333.86	17.69	5,905
2014	1,210.70	1,210.70	5.68	6,874
2015	1,977.84	1,977.84	11.70	23,148
2016	2,729.30	2,729.29	36.99	100,958
2017	4,892.80	4,892.80	26.42	129,283
2018	2,308.79	2,308.79	17.62	40,689
Otras especies				
2011	3,185.55	2,706.34	11.70	31,657
2012	3,390.98	2,814.89	20.07	56,491
2013	5,061.88	3,855.51	23.10	89,054
2014	6,784.70	6,005.91	11.21	67,333
2015	7,574.40	6,987.56	16.81	117,430
2016	8,154.40	7,555.76	12.40	93,706
2017	13,737.49	12,808.65	14.75	188,873
2018	10,716.54	10,117.39	19.48	197,078
Otras sin registro oficial				
2011	7,763.12	7,763.12	7.00	54,342
2012	10,987.70	9,966.20	17.03	169,743
Pargo				
2011	398.41	373.17	21.99	8,205
2012	394.00	368.80	23.37	8,618
2013	478.04	442.93	23.17	10,263
2014	725.59	690.91	31.08	21,473
2015	1,029.39	985.43	31.46	31,002
2016	1,081.39	1,031.49	31.86	32,860
2017	1,359.36	1,295.13	31.63	40,968
2018	1,654.42	1,581.26	29.55	46,727
Pepino de mar				
2011	159.88	159.88	57.52	9,196
2012	148.88	148.88	59.47	8,854
2013	40.12	40.12	20.08	805
2014	118.47	118.47	29.39	3,482
2015	54.02	54.02	31.73	1,714
2016	3.50	3.50	45.00	158
2017	131.93	131.93	39.20	5,171
2018	30.47	30.47	19.99	609
Peto				
2018	0.16	0.15	37.00	6
Pierna				
2011	1,362.80	1,262.78	8.80	11,112
2012	1,489.86	1,378.55	10.05	13,855
2013	1,526.71	1,409.57	10.28	14,494
2014	2,115.01	2,005.62	10.17	20,391
2015	2,465.04	2,364.39	12.03	28,453
2016	2,434.35	2,326.03	17.79	41,385
2017	3,484.13	3,309.09	17.40	57,588
2018	2,161.81	2,062.31	18.15	37,439
Pulpo				
2011	545.24	503.24	20.79	10,461
2012	550.53	505.29	26.82	13,550
2013	390.89	355.96	28.44	10,122
2014	526.35	496.93	28.68	14,251
2015	739.69	704.64	33.23	23,414
2016	818.99	778.97	37.36	29,101
2017	1,469.42	1,394.55	50.58	70,532
2018	1,684.10	1,598.23	40.71	65,057
Pámpano				
2011	160.95	158.73	6.49	1,029
2012	228.10	225.99	6.46	1,459
2013	285.65	284.18	6.41	1,823
2014	239.11	236.70	15.71	3,718
2015	399.90	396.04	15.21	6,024
2016	322.66	318.43	17.57	5,594
2017	659.09	653.10	16.53	10,795
2018	476.80	472.51	16.02	7,569
Raya y similares				
2011	1,267.80	1,183.82	6.72	7,951
2012	1,420.75	1,317.37	7.09	9,343
2013	1,224.53	1,146.33	7.57	8,680
2014	1,594.98	1,531.33	10.23	15,667
2015	2,348.70	2,268.77	10.42	23,648
